id_publicacao,itens_apriori
"📚✨ Lançamento imperdível! O e-book ""Alma - Antropofagia, literatura, modernismo e audiovisual"" já está disponível gratuitamente! 🇧🇷🌍🇵🇹

Essa obra reúne entrevistas e artigos de artistas e intelectuais do Brasil, África e Europa, que discutem as relações culturais entre cinema, música e literatura nos países de Língua Portuguesa.

Com textos de nomes como Gilberto Gil, que abre o livro com o ensaio ""Antropofagia & Tropicália"", o e-book é fruto do projeto de pesquisa Alma — uma parceria entre UFSCar, Universidade do Algarve (Portugal), UEMG e Polo Audiovisual da Zona da Mata.

São 14 textos, entre ensaios e entrevistas, que trazem debates profundos sobre cultura, história e arte, além de refletirem sobre a antropofagia como mediação cultural e mistura de linguagens.

Quer mergulhar nessas discussões? Acesse o e-book gratuito aqui 👉 https://bit.ly/4kHrN56

Mais informações: pedrovaroni@ufscar.br

Saiba mais no portal da UFSCar, em ufscar.br! �
#UFSCar #Antropofagia #Literatura #Modernismo #Audiovisual #Cultura #GilbertoGil #ProjetoAlma #Ciência #Arte #Brasil #Portugal #África #EbookGratuito","formato:imagem, engajamento:baixo, alcance:baixo"
"Poluição plástica? Por que o plástico causa tantos problemas? Como ter transparência química dos produtos que consumimos? Microplástico ou microplásticos? Onde começa a poluição do oceano? E o que eu tenho a ver com isso?

Em novo formato, gravado com plateia em auditório, esta edição do mesacast Conexão Federal, com o tema “O Rastro e o Lastro da Poluição Plástica: da Ciência às decisões políticas sobre praias brasileiras”, tem participação de Walter Waldman, Hugo Sarmento e Dayana Moscardi, docentes na UFSCar nas áreas de Química, Ecologia e Oceanografia, e de Cassiana Montagner, do Instituto de Química da Unicamp.

Compondo o Dossiê de Cultura Científica Oceano em Risco, o programa compartilha evidências científicas e propõe a reflexão sobre as relações entre poluição plástica e os riscos ambientais associados à chamada “PEC das Praias”, proposta de emenda constitucional que trata da transferência a particulares - além de estados e municípios - de terrenos de marinha, ou seja, terras da União no litoral.

Confira a íntegra do episódio e outros materiais do Dossiê em www.icc.ufscar.br

#CienciaUFSCar #UFSCar #microplastico #oceano #decadadooceano","formato:reel, engajamento:medio, alcance:baixo"
"👐 Você tem diabetes mellitus (tipo 1 ou 2) e sente algum incômodo, dor ou limitação nos braços, mãos ou ombros?

Pesquisadoras da Fisioterapia da UFSCar estão investigando como pessoas com diabetes percebem alterações sensoriais, motoras e funcionais nos membros superiores — e como isso afeta as atividades do dia a dia.

O objetivo é ajudar a melhorar diagnósticos, tratamentos e a qualidade de vida dessa população 💬💪

👥 Podem participar pessoas entre 18 e 65 anos com diabetes que tenham alguma queixa nos membros superiores. A participação é por entrevista com a pesquisadora.

📆 Inscrições até 8 de agosto�📲 Contato: (11) 94344-3772�📑 Ou preencha o formulário: https://forms.gle/sfREWz8XcwSPs3Sr5

✅ Projeto aprovado pelo Comitê de Ética (CAAE: 81800024.5.0000.5504)

Saiba mais no portal da UFSCar, em ufscar.br! �

#UFSCar #FisioterapiaUFSCar #Diabetes #PesquisaEmSaúde #Fisioterapia #CiênciaParaTodos #DiabetesTipo1 #DiabetesTipo2 #SaúdeMusculoesquelética #DorNosMembrosSuperiores #QualidadeDeVida #PesquisaComVocê","formato:imagem, engajamento:baixo, alcance:medio"
"O setor do turismo no Brasil movimentou, só no primeiro trimestre de 2025, mais de 55 bilhões de reais. Você imaginava isso? Já considerou trabalhar nesse setor? Pois a UFSCar oferece o curso de Bacharelado em Turismo no Campus Sorocaba. A Giovanna Consorti @giconsorti, estudante do curso e bolsista do projeto UFSCar Escola, fez esse vídeo pra te mostrar como é fazer esse curso na UFSCar. Vem ver!

#turismo #bacharelado #ufscar #universidade #cursogratuito","formato:reel, engajamento:alto, alcance:alto"
"🔍 Ataques às escolas: uma pesquisa desenvolvida na UFSCar analisou 54 episódios classificados como ""ataques às escolas"" no Brasil e revelou que muitos desses casos são agrupados sob a mesma categoria, mesmo sendo eventos muito distintos. Isso tem inflado os números e ampliado o medo, sem necessariamente refletir o risco real de massacres nas escolas.

👨‍🎓 O estudo, conduzido por Lucas Feltrin (PPGS/UFSCar), propõe um novo modelo de análise e mostra como essa categoria foi sendo ""inventada"" ao longo dos anos — influenciando diagnósticos, políticas públicas e a forma como entendemos a violência escolar.

Para mais informações, acesse a matéria completa no portal da UFSCar, em ufscar.br. 

#Sociologia #PesquisaAcadêmica #ViolênciaEscolar #UFSCar #Educação #CiênciasSociais #SegurançaNasEscolas #Dissertação #PPGS","formato:imagem, engajamento:medio, alcance:medio"
"🤱🏾 Você amamentou nos últimos dois anos? Sua experiência pode contribuir para uma pesquisa importante sobre amamentação, interseccionalidade e protagonismo da população negra!

Um projeto de Iniciação Científica da Enfermagem na UFSCar está investigando como fatores sociais — como raça, gênero, classe e vivências de violência — impactam a autoeficácia na amamentação.

A pesquisa parte da teoria da interseccionalidade para entender por que mulheres pretas e pardas amamentam mais, apesar de enfrentarem mais desafios e violências.

💡 Sua participação é essencial! O questionário é online, leva cerca de 8 minutos e está aberto a pessoas de todo o Brasil, com 18 anos ou mais, que tenham amamentado nos últimos 2 anos.

📲 Link para participar: https://bit.ly/3IcYq9J 📍 Projeto aprovado pelo Comitê de Ética (CAAE: 55688522.6.0000.5504)

Saiba mais no portal da UFSCar, em ufscar.br!  
#UFSCar #EnfermagemUFSCar #Fapesp #Amamentação #Interseccionalidade #PesquisaComCuidado #CiênciaComEquidade #AleitamentoMaterno #SaúdeDaPopulaçãoNegra #Autoeficácia #JustiçaReprodutiva #AmamentaçãoComConsciência","formato:imagem, engajamento:medio, alcance:medio"
"Ainda não conhece o campus Lagoa do Sino? 👀

Vem ver esse vídeo que o Gabriel Sanefuji (@gab.sanne) fez sobre o Porteiras Abertas!
O Gabriel é estudante de Engenharia Ambiental e bolsista do projeto UFSCar + Escola.

Durante o evento, os estudantes do ensino médio e fundamental conheceram tudo bem de perto: cursos, laboratórios, projetos, coletivos, cursinho popular e um passeio pela fazenda! 🚌

Ficou curioso em conhecer o campus? Atenção pois no ano que vem o evento acontece denovo! 

#ufscar #universidadepublica #vidauniversitaria #lagoadosino #porteirasabertas","formato:reel, engajamento:desconhecido, alcance:desconhecido"
"Acontece na sexta-feira, 13 de junho, a segunda etapa do II Seminário Enfrentamento a Iniquidades no SUS, com mesas sobre Comunicação Científica e sobre Vulnerabilidades e Temáticas Complexas em Saúde. Aberto a todas as pessoas interessadas, o evento integra as atividades da pesquisa “Tecnologias sociais e de saúde para o enfrentamento das iniquidades de gênero, raça e classe no campo da formação e assistência em saúde no SUS”, associada ao Programa de Pós-Graduação em Gestão da Clínica (PPGGC) da UFSCar, que celebra seus 15 anos em 2025. A programação acontecerá ao longo do dia todo, no auditório do edifício Sérgio Mascarenhas, área Norte do Campus São Carlos (atrás da Rádio UFSCar).

Às 9h, acontece a mesa “Comunicação científica em saúde” com os jornalistas Mariana Pezzo, Diretora do Instituto da Cultura Científica (ICC) da UFSCar, e Tiago Marconi, bolsista de Divulgação Científica no Instituto.

Às 13h30,  é a vez da mesa “Vulnerabilidades e Temáticas Complexas em Saúde: caminhos possíveis e diálogos na Atenção Primária em Saúde na direção da Equidade em Saúde” contará com o médico Ademir Lopes Junior e as pesquisadoras Débora de Souza Santos e Elisabeth Meloni Vieira.

Mais informações e inscrições no site do ICC.

#ciência #saúde #SUS #equidade #pesquisa","formato:imagem, engajamento:baixo, alcance:medio"
"🎬🦕 Gênero, ciência e cinema sob nova perspectiva!

Cientistas do grupo PopBio, do Campus Lagoa do Sino da UFSCar, analisaram como as representações de gênero aparecem nos filmes Jurassic Park (1993) e Ammonite (2020), ambos com paleontólogas como protagonistas.

A pesquisa mostra como o cinema pode tanto reforçar quanto questionar estereótipos de gênero e classe — revelando desde críticas ao sexismo até reflexões sobre a exploração de mulheres no meio científico. O grupo utilizou o referencial da análise de discurso materialista.

🔍 O estudo foi publicado na Revista de Estudos Culturais da USP.

📖 Leia o artigo completo: https://revistas.usp.br/revistaec/article/view/236446

Saiba mais no portal da UFSCar, em ufscar.br! 

Na foto: representação da paleontóloga Mary Anning, vivida por Kate Winslet em Ammonite (Wikipedia Commons).

#UFSCar #PopBio #JurassicPark #Ammonite #CinemaEFeminismo #GêneroENarrativa #CiênciaNoCinema #Representatividade #FeminismoMarxista #FeminismoLiberal #AnáliseDeDiscurso #EstudosCulturais","formato:imagem, engajamento:baixo, alcance:medio"
"O diretor executivo da Agência de Inovação da Universidade Federal de São Carlos (UFSCar), Daniel Braatz, entregou ao Presidente do CNPq, Ricardo Galvão, uma placa em reconhecimento ao sucesso do Programa Mestrado e Doutorado Acadêmico para Inovação (MAI/DAI), e apresentou a estrutura da Agência de Inovação da UFSCar.

O MAI/DAI é um programa de mestrado e doutorado promovido pelo CNPq desde 2013, que oferece aos pesquisadores a oportunidade de desenvolver projetos de pesquisa mais aplicados à realidade e à necessidade do setor industrial brasileiro, como também oferecer às indústrias os benefícios da pesquisa científica e do desenvolvimento em alto nível.

Obrigado, UFSCar!

#inovação
#MAIDAI
#UFSCar
#CNPq
#MCTI","formato:reel, engajamento:desconhecido, alcance:desconhecido"
"🧠 Você é estudante de Matemática (licenciatura ou bacharelado)? Sua participação pode ajudar a entender melhor a Ansiedade Matemática e suas causas!

Pesquisadores da UFSCar estão investigando como microagressões vivenciadas no processo de aprendizagem — como episódios de humilhação ou depreciação em sala de aula — podem estar ligadas ao surgimento da ansiedade relacionada à Matemática.

Se você já passou por situações assim ou se interessa pelo tema, participe da pesquisa respondendo a um questionário online. Leva só 10 minutinhos! 🕒

📲 Acesse: https://bit.ly/43iOtmm
📬 Dúvidas? Fale com: ana.marim@estudante.ufscar.br

Vamos juntos melhorar a formação em Matemática e transformar o ensino com mais empatia e consciência! ✊📚

Saiba mais no portal da UFSCar, em ufscar.br! 

#UFSCar #PsicologiaUFSCar #AnsiedadeMatemática #Microagressões #EnsinoDaMatemática #PesquisaAcadêmica #EducaçãoComEmpatia #MatemáticaSemMedo #ParticipeDaPesquisa","formato:imagem, engajamento:alto, alcance:alto"
"UFSCar entre as melhores universidades do mundo em 2025!

A Universidade Federal de São Carlos (UFSCar) é a 17ª melhor universidade do Brasil e ocupa a 28ª posição na América Latina e Caribe, de acordo com o World University Rankings 2025, elaborado pelo Center for World University Rankings (CWUR).

Mantendo a mesma colocação de 2024 – a melhor desde 2019 – a UFSCar segue entre as instituições mais bem avaliadas do país e do mundo. No cenário global, a Universidade está classificada na 966ª posição entre 21.462 instituições, figurando entre as 4,6% melhores universidades do planeta.

O CWUR adota critérios objetivos como: qualidade da educação; empregabilidade de ex-alunos; excelência do corpo docente; impacto da pesquisa. A metodologia não depende de pesquisas de opinião ou dados fornecidos pelas instituições.

O ranking completo foi publicado em 2 de junho e está disponível no site do CWUR: https://cwur.org

Parabéns a nossa comunidade acadêmica por mais essa conquista! ❤️ 

#UFSCar #OrgulhoUFSCar #RankingUniversitário","formato:imagem, engajamento:alto, alcance:alto"
"🚨 Oportunidade para estudantes de graduação! 

Estão abertas as inscrições para os editais dos programas de Iniciação Científica (PIC) e Tecnológica (PIT) da Ebserh, em parceria com o CNPq! 🙌 Para a edição 2025/2026, são 758 vagas em diversas áreas do conhecimento — 17 delas no Hospital Universitário da UFSCar.

As bolsas são de R$ 700 mensais 💰 e os programas têm duração de 12 meses, com início em setembro.

Além de fomentar a pesquisa e a inovação na saúde, 50% das vagas são destinadas às Ações Afirmativas, promovendo mais equidade e inclusão.

📅 Inscrições até 13 de junho!

Não perca essa chance de transformar seu futuro acadêmico e contribuir com o SUS.

Acesse o portal da UFSCar para saber mais, em ufscar.br! 

#PIC #PIT #Ebserh #CNPq #IniciacaoCientifica #InovacaoNaSaude #Pesquisa #UFSCar #HU #CiênciaBrasileira #Inclusão #SUS","formato:imagem, engajamento:medio, alcance:medio"
"✨ Confira como foi o Lagoa do Sino de Porteiras Abertas 2025! 🌾💚

Nos dias 4 e 5 de junho, recebemos estudantes, escolas e famílias para conhecer nossos cursos, projetos, laboratórios e toda a vida pulsante do campus! 🎓🌱

Um evento cheio de troca, aprendizado e muita inspiração!

🔗 Marque quem veio com você e quem não pode perder no ano que vem! 

-
Ficha técnica:
Imagens e entrevistas: Maria Alice Pezzoni, Tiago Santi e Vitor Gouveia.
Direção e edição: Tiago Santi

#PorteirasAbertas #UFSCar #LagoaDoSino #ENEM #EnsinoSuperior #SudoestePaulista #Universidade","formato:reel, engajamento:desconhecido, alcance:desconhecido"
"🧳🏳️‍🌈 Turismo com orgulho e acolhimento!

Uma pesquisa inédita conduzida por Cesar Alves Ferragi, docente do Campus Sorocaba da UFSCar, em parceria com instituições como a UFPR, a IGLTA Foundation e a Casa Cênica, traçou o perfil de turistas LGBTQIAP+ no Brasil e revelou dados fundamentais para um turismo mais inclusivo. 🌍✨

Passe para o lado e veja alguns dos dados coletados.

📎 O relatório completo e a apresentação no Fórum de Empresas e Direitos LGBTI+ já estão disponíveis online. Para saber mais, acesse o portal da UFSCar em ufscar.br!

#TurismoLGBT #Inclusão #Diversidade #DireitosLGBTI #PesquisaUFSCar #TurismoComOrgulho #ViajarÉUmDireito #MesdoOrgulhoLGBT","formato:carrossel, engajamento:alto, alcance:medio"
"Oceano em Risco ⏩ 🌊 ⏩ 🏝️ - O Instituto da Cultura Científica (ICC) da UFSCar lança a 1ª edição de seus Dossiês da Cultura Científica. A estreia tem como tema “Oceano em risco”, motivado pela possibilidade de votação a qualquer momento da chamada PEC das Praias.

O dossiê reúne edição do mesacast Conexão Federal com o tema “O Rastro e o Lastro da Poluição Plástica: da Ciência às decisões políticas sobre praias brasileiras”; entrevistas com os docentes e pesquisadores da UFSCar Hugo Sarmento e Dayana Moscardi; e o ensaio “Poéticas oceânicas para vidas em terra firme”.

Os impactos da poluição plástica, as pesquisas nesta área, e os riscos socioambientais a partir da proposta da PEC das Praias são alguns dos assuntos abordados. Confira os materiais na íntegra no site do ICC.","formato:carrossel, engajamento:medio, alcance:baixo"
"Ela integrou a 1ª turma de Turismo da UFSCar Sorocaba e viu o campus nascer, tijolo por tijolo, junto com os sonhos de tantos(as) outros(as) que viriam depois. Em seu depoimento, Mayara Martins (@mayararmartins_) relembra os desafios de estudar em um curso em implantação, o orgulho de ter participado da construção coletiva do campus e a emoção de anos depois, voltar e ver tudo aquilo florescendo.

Assista ao vídeo completo e inspire-se com essa história que mostra como a UFSCar transforma vidas — e a importância de cada trajetória na estruturação e consolidação desta Universidade Pública, Gratuita, Inclusiva e de Qualidade. 🧡

📲 cadastre-se na Alumni UFSCar e faça parte dessa rede que conecta histórias, conquistas e oportunidades! 

🌐 acesse alumni.ufscar.br

Uma vez UFSCar, sempre UFSCar!

#SouAlumniUFSCar","formato:reel, engajamento:medio, alcance:baixo"
"Fortalecer a agricultura familiar é transformar vidas! 🌱✨

No dia 31 de maio, a UFSCar, em parceria com o Ministério do Desenvolvimento Agrário, apresentou os resultados do Projeto Gir Leiteiro no Assentamento Gleba XV de Novembro, em Euclides da Cunha Paulista.

O projeto, que já celebra o nascimento das primeiras bezerras de alto valor genético, representa uma ação estratégica para a qualificação dos rebanhos, o fortalecimento da renda das famílias assentadas e a promoção da permanência digna no campo.

A UFSCar, especialmente por meio do Campus Lagoa do Sino, segue firme em sua missão de contribuir para o desenvolvimento regional, a valorização das famílias agricultoras e a construção de uma sociedade mais justa.
-
Ficha técnica:
Imagens e direção: Tiago Santi

#AgriculturaFamiliar #DesenvolvimentoRegional #JustiçaSocial #UFSCar #MDA #CampusLagoaDoSino #MST #ProjetoGirLeiteiro #SoberaniaAlimentar #ExtensãoUniversitária #CompromissoSocial","formato:reel, engajamento:desconhecido, alcance:desconhecido"
"Com vocês... O Campus São Carlos da UFSCar! 😍

#ufscaroficial #ufscar #saocarlos #universidade #vidauniversitaria","formato:reel, engajamento:alto, alcance:alto"
"🎉 As inscrições para o curso de aperfeiçoamento ""Formação para docência e gestão para a educação das relações étnico-raciais e quilombolas"" foram prorrogadas! Agora você tem até 8 de junho para garantir sua vaga.

Quem pode participar?
- Professores(as) e gestores(as) da educação básica
- Profissionais da área educacional em exercício
- Educadores(as) em geral
- Licenciados(as) e estudantes de graduação em licenciatura

Confira todos os detalhes e faça sua inscrição em: www.sead.ufscar.br/pt-br/processo-seletivo

Em caso de dúvidas, envie um e-mail para: editais_sead@ufscar.br 📧

Não perca essa oportunidade de aprimorar sua formação! 😉","formato:imagem, engajamento:alto, alcance:alto"
"🎙️🌱 Já está no ar o 1º episódio do podcast Complexidade & Sustentabilidade!
⠀
Uma parceria entre o LASCA e o CERSusChem/UFSCar, o programa convida você a refletir sobre o meio ambiente e a relação sociedade-natureza a partir do Paradigma da Complexidade.
⠀
No episódio de estreia, o tema é: ""Visões e concepções sobre meio ambiente: iguais, complementares e/ou diferentes?"" 🌍💭
⠀
🗓️ Novos episódios a cada 2 semanas, sempre com temas instigantes sobre ciência, educação ambiental e sustentabilidade.
⠀
📲 Disponível no Spotify e YouTube!

Saiba mais no portal da UFSCar, em ufscar.br!
⠀
#PodcastCientífico #Sustentabilidade #MeioAmbiente #EducaçãoAmbiental #Complexidade #LASCA #CERSusChem #UFSCar #FAPESP #CiênciaParaTodos","formato:imagem, engajamento:baixo, alcance:baixo"
"Durante décadas, a socióloga Maria Célia Paoli (1942-2019) foi presença fundamental nas ciências sociais brasileiras. Sua instigante e preciosa obra, referida a uma tradição de trabalho do pensamento como forma de ação política, trata de temas e questões candentes  e fundantes da formação brasileira e do contexto político em que viveu e  apontavam, no seu fazer, a renovações  teóricas e metodológicas nas formas de leitura do país.

Neste momento, quando se completam quatro anos de seu falecimento, a Editora da Universidade Federal de S. Carlos lança a coleção Em busca da Política, publicação das Obras reunidas de Maria Célia Paoli. O livro conta com oito textos sobre dois dos focos da reflexão de Paoli: Formação social brasileira e seus sujeitos e Trabalhadores, sujeitos de direitos. Cuidadosamente organizado e revisto por docentes que trabalharam diretamente com Paoli, como Joana Barros (Unifesp), Fábio Sanchez (UFSCar), Diego Azzi (UFABC) e Guilherme Nafalski, o livro inaugura a sistematização e republicação das obras da socióloga.

Saiba mais  no site da EdUFSCar: https://bit.ly/maria-celia-paoli

#livro #ufscar #edufscar #ciênciassociais","formato:reel, engajamento:medio, alcance:medio"
"Em reunião extraordinária realizada hoje, 30/5, o Conselho Universitário (ConsUni) aprovou a criação do novo campus da UFSCar em São José do Rio Preto. O colegiado aprovou o documento referência apresentado pelo Grupo de Trabalho, que reúne as premissas, os primeiros cursos e o planejamento de instalação de um novo campus da UFSCar. Com a aprovação do documento, o GT inicia a Fase 2 do plano de trabalho, que consiste na elaboração dos Projetos Pedagógicos de Cursos (PPCs), no planejamento da construção da infraestrutura e no início do recrutamento de pessoal. No próximo semestre o Conselho Universitário deve fazer nova deliberação sobre a oferta de vagas em 2026.

#ufscar #riopreto #faculdade #ensinosuperior #universidade #universidadepublica","formato:reel, engajamento:alto, alcance:medio"
"📣 Atenção, calouros e calouras de 2025 da UFSCar – Campus São Carlos! 

🌱 A partir de segunda-feira, 2 de junho, as canecas do Projeto Canecas estarão disponíveis para retirada no Departamento de Apoio à Educação Ambiental (DeAEA), localizado ao lado do Departamento de Gestão de Resíduos (DeGR). 

🗓️ Dias e horários para retirada:

* Segundas, quartas e sextas-feiras
* Das 8h30 às 12h e das 14h às 17h

💚 O Projeto Canecas é uma iniciativa da UFSCar que visa reduzir o uso de copos descartáveis, promovendo práticas sustentáveis desde o início da sua trajetória acadêmica. ♻️

Não deixe de retirar a sua caneca e fazer parte dessa ação consciente! 🌍

#UFSCarSustentável #ProjetoCanecas #MeioAmbiente #Sustentabilidade #VidaUniversitária #Calouros2025 #UFSCar #saocarlos","formato:imagem, engajamento:medio, alcance:alto"
"Cadê a galera do campus Sorocaba da UFSCar? 😎❣️

#ufscar #ufscarsorocaba #sorocaba #ensinosuperior #faculdade","formato:reel, engajamento:alto, alcance:alto"
"💓 Você tem insuficiência cardíaca e quer contribuir com a ciência?

A UFSCar está recrutando voluntários(as) com mais de 50 anos e diagnóstico de insuficiência cardíaca para participar de um estudo sobre eletroestimulação de corpo inteiro, uma técnica segura, indolor e não invasiva, que pode melhorar a força, resistência muscular e qualidade de vida de quem tem limitações físicas.

🧠💪 O tratamento consiste em 15 sessões gratuitas de 15 minutos cada, realizadas no Campus São Carlos. As avaliações e atendimentos são conduzidos por pesquisadores da Fisioterapia Cardiopulmonar da UFSCar.

📍Participe até 31/08!
📞 Contato: (16) 3306-6704
📱 WhatsApp: (16) 99635-0313

Sua participação pode ajudar a transformar a forma como tratamos a insuficiência cardíaca! 💙

Saiba mais no portal da UFSCar, em ufscar.br!

#UFSCar #InsuficiênciaCardíaca #Eletroestimulação #ReabilitaçãoCardíaca #CiênciaQueTransforma #PesquisaUFSCar #FisioterapiaCardiopulmonar #SaúdeDoCoração","formato:imagem, engajamento:baixo, alcance:baixo"
"Reconhecimento internacional! 🌍✨

A professora Ana Lúcia Vitale Torkomian, do Departamento de Engenharia de Produção da UFSCar e presidente do FORTEC, foi contemplada com o Volunteer Service Award durante a celebração dos 50 anos da AUTM (Association of University Technology Managers), realizada em Washington (EUA).

🏆 O Volunteer Service Award reconhece profissionais que se destacam por sua dedicação voluntária e impacto significativo nas atividades da AUTM. No caso da professora Torkomian, a honraria se deve à sua atuação no International Strategy Committee, grupo responsável por fortalecer parcerias internacionais e fomentar o intercâmbio de experiências na área de inovação e transferência de tecnologia.

A premiação é uma demonstração clara do protagonismo da UFSCar no cenário global da inovação, e reforça o compromisso da Universidade com a construção de soluções que transformem positivamente a sociedade.

Também representando o FORTEC no Comitê e agraciadas com o prêmio estiveram Shirley Coutinho e Bety Ritter. Parabéns às três pela conquista! 👏👏👏

📣 “A participação na AUTM alavanca a projeção mundial da UFSCar no tema da inovação, permitindo que a Universidade seja reconhecida e respeitada pelos seus esforços em tornar o mundo um lugar melhor para se viver”, destaca a professora Torkomian.

Acesse a matéria completa no portal da UFSCar, em ufscar.br!

#UFSCar #Inovação #AUTM50 #FORTEC #Tecnologia #TransferênciaDeTecnologia #Pesquisa #EngenhariaDeProdução #OrgulhoUFSCar #InovaçãoAcadêmica #ReconhecimentoInternacional","formato:imagem, engajamento:medio, alcance:medio"
"A UFSCar faz parte da história da sua vida? Então essa plataforma também é sua. 💙

A Alumni UFSCar é muito mais do que uma rede de networking — é um espaço vivo de memórias, reencontros e novos começos. Aqui, estudantes, egressos(as), docentes e TA’s se conectam para compartilhar trajetórias, fortalecer vínculos e transformar o presente com tudo o que construímos juntos no passado.

Assista ao vídeo e sinta como é especial fazer parte da comunidade UFSCar.
Cadastre-se em alumni.ufscar.br

📌 Uma vez UFSCar, sempre UFSCar.","formato:reel, engajamento:alto, alcance:alto"
"Você sabia que um doador de sangue pode salvar até quatro vidas? Importante isso, não é? O banco de sangue do Hospital Universitário (HU) da UFSCar é abastecido semanalmente pelo Hemonúcleo de Araraquara e todas as ações são muito bem-vindas. Que tal nos mobilizarmos para apoiar.

Pessoas entre 16 e 69 anos, em boas condições de saúde, podem ser doadoras. Basta se cadastrar no Banco de Doadores do HU (pelo link https://tinyurl.com/sejadoadordoHUUFSCar) e agendar a doação diretamente no Hemonúcleo (QRCode) ou telefone (16) 3301-6102. O endereço da doação é na Av. Saudade, 58, em Araraquara. Atenção: informe que sua doação é em nome do HU-UFSCar.","formato:reel, engajamento:medio, alcance:medio"
"💜 Cuidar de quem cuida. Transformar para incluir.
A UFSCar está em campo com uma pesquisa que busca enfrentar desigualdades de gênero, raça e classe no SUS, fortalecendo a Atenção Básica à Saúde em Ribeirão Bonito, Matão e Araraquara (SP).

Por meio de escuta atenta às trabalhadoras da saúde, o estudo investiga situações de preconceito e violência, além de levantar dados sobre saúde física, mental e condições socioeconômicas. O objetivo? Criar estratégias de formação e cuidado mais justas e acolhedoras para quem está na linha de frente. 🌿

👩🏽‍⚕️ Para a coordenadora Adriana Barbieri Feliciano, professora da UFSCar, a participação tem sido positiva e engajada. “Fomos bem recebidas em todos os lugares, e a maioria das profissionais tem se mostrado disposta a contribuir com a pesquisa. Isso mostra o quanto esse tema toca quem vive o dia a dia da saúde pública”, afirma.

Para saber mais, acesse a matéria completa no portal da UFSCar, em ufscar.br! 

#SUS #SaúdeComEquidade #UFSCar #CiênciaParaTransformar #SaúdeColetiva #GêneroERaça #PesquisaComImpacto #AtençãoPrimária #TecnologiasSociais #MulheresNaSaúde","formato:imagem, engajamento:baixo, alcance:medio"
"📣 Estão abertas as inscrições para o curso gratuito de aperfeiçoamento ""Formação para docência e gestão para a educação das relações étnico-raciais e quilombolas"", promovido pela UFSCar e pela SEaD! 🧑🏽‍🏫🖥️

➡️ São 3.750 vagas na modalidade a distância
➡️ Público-alvo: professores, gestores, profissionais da educação, educadores em geral, licenciados e estudantes de licenciatura

🗓️ Inscrições: de 23/05 (às 15h) até 01/06 (às 23h59)
🔗 Confira o edital e inscreva-se: www.sead.ufscar.br/pt-br/processo-seletivo
📩 Dúvidas? editais_sead@ufscar.br

Participe dessa formação e fortaleça práticas educacionais mais inclusivas e comprometidas com a diversidade! ✊🏾📚

Saiba mais no portal da UFSCar, em ufscar.br!

#UFSCar #SEaD #EducaçãoÉtnicoRacial #EducaçãoQuilombola #FormaçãoDocente #EducaçãoInclusiva #EnsinoADistância #EducaçãoAntirracista","formato:imagem, engajamento:alto, alcance:alto"
"🧠💡 Você pode ajudar na luta contra o Alzheimer!

O Laboratório de Biologia do Envelhecimento (LABEN/UFSCar) está recrutando pessoas com 60 anos ou mais – com ou sem diagnóstico de Alzheimer – e também cuidadores de pessoas com a doença, para participar de um importante estudo sobre diagnóstico precoce e bem-estar.

A pesquisa busca validar um biomarcador sanguíneo para detectar o Alzheimer de forma menos invasiva e mais acessível, contribuindo com estratégias para retardar a progressão da doença.

📍 Avaliação gratuita de saúde
📍 Coleta de sangue feita em casa
📍 Testes cognitivos e funcionais no LABEN (Campus São Carlos – UFSCar)
📩 Contato: laben.alzheimer@gmail.com
📱 WhatsApp: (16) 99183-2461

Sua participação é essencial para avanços na ciência e na qualidade de vida de muitas pessoas 💙

Saiba mais no portal da UFSCar, em ufscar.br!

#UFSCar #LABEN #Alzheimer #PesquisaUFSCar #SaúdeDoIdoso #EnvelhecimentoSaudável #DiagnósticoPrecoce #Cuidadores #Biomarcadores #Gerontologia #CiênciaParaTodos","formato:imagem, engajamento:medio, alcance:alto"
"Mais uma semana de visitas do ""Você na UFSCar"" nos campi São Carlos e Sorocaba! O projeto do Instituto da Cultura Científica da UFSCar recebe estudantes de Ensino Médio e anos finais do Ensino Fundamental em visitas guiadas. Nesta semana, recebemos em São Carlos estudantes das escolas estaduais Aduar Kemell Dibo (@aduarkeme), que conheceram os projetos Baja e Futebóis e o Departamento de Estatística, e a turma da escola Atilia Prado Prado Margarido que visitou o Projeto de Educação Tutorial (PET) Química e o Departamento de Fisioterapia.

Em Sorocaba, recebemos a turma da Escola Estadual Pei Lauro Sanches (@peilaurosanchez), que visitou o Departamento de Química e o Laboratório de Sementes e Mudas. Confira como foram as atividades. Semana que vem tem mais!

#vocenaufscar #extensao #ufscar","formato:reel, engajamento:medio, alcance:baixo"
"A EdUFSCar está lançando a versão digital do livro ""O Governo dos Meninos"", da antropóloga Sarah Munhoz, em formato e-book. Confira em edufscar.com.br.

#ufscar #edufscar #livro #ebook","formato:reel, engajamento:medio, alcance:baixo"
