"Identificação da publicação","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (segundos)","Horário de publicação","Link permanente","Tipo de publicação","Comentário de dados",Data,Visualizações,Curtidas,Compartilhamentos,Comentários,Salvamentos,Alcance,Seguimentos
18095866018576303,17841408013239586,cnpq_oficial,CNPq,"O diretor executivo da Agência de Inovação da Universidade Federal de São Carlos (UFSCar), Daniel Braatz, entregou ao Presidente do CNPq, Ricardo Galvão, uma placa em reconhecimento ao sucesso do Programa Mestrado e Doutorado Acadêmico para Inovação (MAI/DAI), e apresentou a estrutura da Agência de Inovação da UFSCar.

O MAI/DAI é um programa de mestrado e doutorado promovido pelo CNPq desde 2013, que oferece aos pesquisadores a oportunidade de desenvolver projetos de pesquisa mais aplicados à realidade e à necessidade do setor industrial brasileiro, como também oferecer às indústrias os benefícios da pesquisa científica e do desenvolvimento em alto nível.

Obrigado, UFSCar!

#inovação
#MAIDAI
#UFSCar
#CNPq
#MCTI",121,"06/06/2025 12:29",https://www.instagram.com/reel/DKkjAKRPvGY/,"Reel do Instagram",,Vitalício,27874,523,35,34,0,,
18348615925087514,17841407844868491,ufscaroficial,UFSCar,"🧠 Você é estudante de Matemática (licenciatura ou bacharelado)? Sua participação pode ajudar a entender melhor a Ansiedade Matemática e suas causas!

Pesquisadores da UFSCar estão investigando como microagressões vivenciadas no processo de aprendizagem — como episódios de humilhação ou depreciação em sala de aula — podem estar ligadas ao surgimento da ansiedade relacionada à Matemática.

Se você já passou por situações assim ou se interessa pelo tema, participe da pesquisa respondendo a um questionário online. Leva só 10 minutinhos! 🕒

📲 Acesse: https://bit.ly/43iOtmm
📬 Dúvidas? Fale com: ana.marim@estudante.ufscar.br

Vamos juntos melhorar a formação em Matemática e transformar o ensino com mais empatia e consciência! ✊📚

Saiba mais no portal da UFSCar, em ufscar.br! 

#UFSCar #PsicologiaUFSCar #AnsiedadeMatemática #Microagressões #EnsinoDaMatemática #PesquisaAcadêmica #EducaçãoComEmpatia #MatemáticaSemMedo #ParticipeDaPesquisa",0,"06/06/2025 09:59",https://www.instagram.com/p/DKkSIIcAO81/,"Imagem do Instagram",,Vitalício,26009,833,214,8,53,19135,3
18028975709480279,17841407844868491,ufscaroficial,UFSCar,"UFSCar entre as melhores universidades do mundo em 2025!

A Universidade Federal de São Carlos (UFSCar) é a 17ª melhor universidade do Brasil e ocupa a 28ª posição na América Latina e Caribe, de acordo com o World University Rankings 2025, elaborado pelo Center for World University Rankings (CWUR).

Mantendo a mesma colocação de 2024 – a melhor desde 2019 – a UFSCar segue entre as instituições mais bem avaliadas do país e do mundo. No cenário global, a Universidade está classificada na 966ª posição entre 21.462 instituições, figurando entre as 4,6% melhores universidades do planeta.

O CWUR adota critérios objetivos como: qualidade da educação; empregabilidade de ex-alunos; excelência do corpo docente; impacto da pesquisa. A metodologia não depende de pesquisas de opinião ou dados fornecidos pelas instituições.

O ranking completo foi publicado em 2 de junho e está disponível no site do CWUR: https://cwur.org

Parabéns a nossa comunidade acadêmica por mais essa conquista! ❤️ 

#UFSCar #OrgulhoUFSCar #RankingUniversitário",0,"06/06/2025 07:56",https://www.instagram.com/p/DKkD_TYAAJm/,"Imagem do Instagram",,Vitalício,57075,2248,492,31,71,42685,6
17848064292455179,17841407844868491,ufscaroficial,UFSCar,"🚨 Oportunidade para estudantes de graduação! 

Estão abertas as inscrições para os editais dos programas de Iniciação Científica (PIC) e Tecnológica (PIT) da Ebserh, em parceria com o CNPq! 🙌 Para a edição 2025/2026, são 758 vagas em diversas áreas do conhecimento — 17 delas no Hospital Universitário da UFSCar.

As bolsas são de R$ 700 mensais 💰 e os programas têm duração de 12 meses, com início em setembro.

Além de fomentar a pesquisa e a inovação na saúde, 50% das vagas são destinadas às Ações Afirmativas, promovendo mais equidade e inclusão.

📅 Inscrições até 13 de junho!

Não perca essa chance de transformar seu futuro acadêmico e contribuir com o SUS.

Acesse o portal da UFSCar para saber mais, em ufscar.br! 

#PIC #PIT #Ebserh #CNPq #IniciacaoCientifica #InovacaoNaSaude #Pesquisa #UFSCar #HU #CiênciaBrasileira #Inclusão #SUS",0,"06/06/2025 05:53",https://www.instagram.com/p/DKj2AU3gYm5/,"Imagem do Instagram",,Vitalício,12053,202,26,1,19,8334,4
17961084710935892,17841466938456731,lagoadosino_ufscar,"Lagoa do Sino - UFSCar","✨ Confira como foi o Lagoa do Sino de Porteiras Abertas 2025! 🌾💚

Nos dias 4 e 5 de junho, recebemos estudantes, escolas e famílias para conhecer nossos cursos, projetos, laboratórios e toda a vida pulsante do campus! 🎓🌱

Um evento cheio de troca, aprendizado e muita inspiração!

🔗 Marque quem veio com você e quem não pode perder no ano que vem! 

-
Ficha técnica:
Imagens e entrevistas: Maria Alice Pezzoni, Tiago Santi e Vitor Gouveia.
Direção e edição: Tiago Santi

#PorteirasAbertas #UFSCar #LagoaDoSino #ENEM #EnsinoSuperior #SudoestePaulista #Universidade",112,"06/05/2025 11:19",https://www.instagram.com/reel/DKh1PkZgPYm/,"Reel do Instagram",,Vitalício,31882,540,158,22,0,,
18067993789998126,17841407844868491,ufscaroficial,UFSCar,"🧳🏳️‍🌈 Turismo com orgulho e acolhimento!

Uma pesquisa inédita conduzida por Cesar Alves Ferragi, docente do Campus Sorocaba da UFSCar, em parceria com instituições como a UFPR, a IGLTA Foundation e a Casa Cênica, traçou o perfil de turistas LGBTQIAP+ no Brasil e revelou dados fundamentais para um turismo mais inclusivo. 🌍✨

Passe para o lado e veja alguns dos dados coletados.

📎 O relatório completo e a apresentação no Fórum de Empresas e Direitos LGBTI+ já estão disponíveis online. Para saber mais, acesse o portal da UFSCar em ufscar.br!

#TurismoLGBT #Inclusão #Diversidade #DireitosLGBTI #PesquisaUFSCar #TurismoComOrgulho #ViajarÉUmDireito #MesdoOrgulhoLGBT",0,"06/05/2025 07:49",https://www.instagram.com/p/DKhebWaA5lt/,"Carrossel do Instagram",,Vitalício,26004,384,97,11,22,8945,6
17862839841410610,17841407844868491,ufscaroficial,UFSCar,"Oceano em Risco ⏩ 🌊 ⏩ 🏝️ - O Instituto da Cultura Científica (ICC) da UFSCar lança a 1ª edição de seus Dossiês da Cultura Científica. A estreia tem como tema “Oceano em risco”, motivado pela possibilidade de votação a qualquer momento da chamada PEC das Praias.

O dossiê reúne edição do mesacast Conexão Federal com o tema “O Rastro e o Lastro da Poluição Plástica: da Ciência às decisões políticas sobre praias brasileiras”; entrevistas com os docentes e pesquisadores da UFSCar Hugo Sarmento e Dayana Moscardi; e o ensaio “Poéticas oceânicas para vidas em terra firme”.

Os impactos da poluição plástica, as pesquisas nesta área, e os riscos socioambientais a partir da proposta da PEC das Praias são alguns dos assuntos abordados. Confira os materiais na íntegra no site do ICC.",0,"06/04/2025 09:56",https://www.instagram.com/p/DKfIIL0gsBn/,"Carrossel do Instagram",,Vitalício,9493,88,34,0,6,4291,3
17953571672823445,17841407844868491,ufscaroficial,UFSCar,"Ela integrou a 1ª turma de Turismo da UFSCar Sorocaba e viu o campus nascer, tijolo por tijolo, junto com os sonhos de tantos(as) outros(as) que viriam depois. Em seu depoimento, Mayara Martins (@mayararmartins_) relembra os desafios de estudar em um curso em implantação, o orgulho de ter participado da construção coletiva do campus e a emoção de anos depois, voltar e ver tudo aquilo florescendo.

Assista ao vídeo completo e inspire-se com essa história que mostra como a UFSCar transforma vidas — e a importância de cada trajetória na estruturação e consolidação desta Universidade Pública, Gratuita, Inclusiva e de Qualidade. 🧡

📲 cadastre-se na Alumni UFSCar e faça parte dessa rede que conecta histórias, conquistas e oportunidades! 

🌐 acesse alumni.ufscar.br

Uma vez UFSCar, sempre UFSCar!

#SouAlumniUFSCar",301,"06/04/2025 07:07",https://www.instagram.com/reel/DKe0h8cg9pC/,"Reel do Instagram",,Vitalício,6655,108,7,2,2,3975,2
18057360947517361,17841466938456731,lagoadosino_ufscar,"Lagoa do Sino - UFSCar","Fortalecer a agricultura familiar é transformar vidas! 🌱✨

No dia 31 de maio, a UFSCar, em parceria com o Ministério do Desenvolvimento Agrário, apresentou os resultados do Projeto Gir Leiteiro no Assentamento Gleba XV de Novembro, em Euclides da Cunha Paulista.

O projeto, que já celebra o nascimento das primeiras bezerras de alto valor genético, representa uma ação estratégica para a qualificação dos rebanhos, o fortalecimento da renda das famílias assentadas e a promoção da permanência digna no campo.

A UFSCar, especialmente por meio do Campus Lagoa do Sino, segue firme em sua missão de contribuir para o desenvolvimento regional, a valorização das famílias agricultoras e a construção de uma sociedade mais justa.
-
Ficha técnica:
Imagens e direção: Tiago Santi

#AgriculturaFamiliar #DesenvolvimentoRegional #JustiçaSocial #UFSCar #MDA #CampusLagoaDoSino #MST #ProjetoGirLeiteiro #SoberaniaAlimentar #ExtensãoUniversitária #CompromissoSocial",158,"06/03/2025 10:17",https://www.instagram.com/reel/DKclaP5AYjQ/,"Reel do Instagram",,Vitalício,10588,227,43,3,0,,
17890213185257333,17841407844868491,ufscaroficial,UFSCar,"Com vocês... O Campus São Carlos da UFSCar! 😍

#ufscaroficial #ufscar #saocarlos #universidade #vidauniversitaria",22,"06/03/2025 06:50",https://www.instagram.com/reel/DKcN9spADxS/,"Reel do Instagram",,Vitalício,203259,8040,1782,186,299,114580,400
18020374880704151,17841407844868491,ufscaroficial,UFSCar,"🎉 As inscrições para o curso de aperfeiçoamento ""Formação para docência e gestão para a educação das relações étnico-raciais e quilombolas"" foram prorrogadas! Agora você tem até 8 de junho para garantir sua vaga.

Quem pode participar?
- Professores(as) e gestores(as) da educação básica
- Profissionais da área educacional em exercício
- Educadores(as) em geral
- Licenciados(as) e estudantes de graduação em licenciatura

Confira todos os detalhes e faça sua inscrição em: www.sead.ufscar.br/pt-br/processo-seletivo

Em caso de dúvidas, envie um e-mail para: editais_sead@ufscar.br 📧

Não perca essa oportunidade de aprimorar sua formação! 😉",0,"06/02/2025 10:35",https://www.instagram.com/p/DKaDAI2p9LT/,"Imagem do Instagram",,Vitalício,22779,635,169,6,77,16759,29
18084347938676460,17841407844868491,ufscaroficial,UFSCar,"🎙️🌱 Já está no ar o 1º episódio do podcast Complexidade & Sustentabilidade!
⠀
Uma parceria entre o LASCA e o CERSusChem/UFSCar, o programa convida você a refletir sobre o meio ambiente e a relação sociedade-natureza a partir do Paradigma da Complexidade.
⠀
No episódio de estreia, o tema é: ""Visões e concepções sobre meio ambiente: iguais, complementares e/ou diferentes?"" 🌍💭
⠀
🗓️ Novos episódios a cada 2 semanas, sempre com temas instigantes sobre ciência, educação ambiental e sustentabilidade.
⠀
📲 Disponível no Spotify e YouTube!

Saiba mais no portal da UFSCar, em ufscar.br!
⠀
#PodcastCientífico #Sustentabilidade #MeioAmbiente #EducaçãoAmbiental #Complexidade #LASCA #CERSusChem #UFSCar #FAPESP #CiênciaParaTodos",0,"06/02/2025 05:54",https://www.instagram.com/p/DKZi5M0gUAx/,"Imagem do Instagram",,Vitalício,5326,53,1,0,2,3783,0
18076502173848850,17841407844868491,ufscaroficial,UFSCar,"Durante décadas, a socióloga Maria Célia Paoli (1942-2019) foi presença fundamental nas ciências sociais brasileiras. Sua instigante e preciosa obra, referida a uma tradição de trabalho do pensamento como forma de ação política, trata de temas e questões candentes  e fundantes da formação brasileira e do contexto político em que viveu e  apontavam, no seu fazer, a renovações  teóricas e metodológicas nas formas de leitura do país.

Neste momento, quando se completam quatro anos de seu falecimento, a Editora da Universidade Federal de S. Carlos lança a coleção Em busca da Política, publicação das Obras reunidas de Maria Célia Paoli. O livro conta com oito textos sobre dois dos focos da reflexão de Paoli: Formação social brasileira e seus sujeitos e Trabalhadores, sujeitos de direitos. Cuidadosamente organizado e revisto por docentes que trabalharam diretamente com Paoli, como Joana Barros (Unifesp), Fábio Sanchez (UFSCar), Diego Azzi (UFABC) e Guilherme Nafalski, o livro inaugura a sistematização e republicação das obras da socióloga.

Saiba mais  no site da EdUFSCar: https://bit.ly/maria-celia-paoli

#livro #ufscar #edufscar #ciênciassociais",171,"05/31/2025 07:29",https://www.instagram.com/reel/DKUj8aXgoPb/,"Reel do Instagram",,Vitalício,9146,121,7,1,4,5727,2
17972907989888780,17841407844868491,ufscaroficial,UFSCar,"Em reunião extraordinária realizada hoje, 30/5, o Conselho Universitário (ConsUni) aprovou a criação do novo campus da UFSCar em São José do Rio Preto. O colegiado aprovou o documento referência apresentado pelo Grupo de Trabalho, que reúne as premissas, os primeiros cursos e o planejamento de instalação de um novo campus da UFSCar. Com a aprovação do documento, o GT inicia a Fase 2 do plano de trabalho, que consiste na elaboração dos Projetos Pedagógicos de Cursos (PPCs), no planejamento da construção da infraestrutura e no início do recrutamento de pessoal. No próximo semestre o Conselho Universitário deve fazer nova deliberação sobre a oferta de vagas em 2026.

#ufscar #riopreto #faculdade #ensinosuperior #universidade #universidadepublica",110,"05/30/2025 11:22",https://www.instagram.com/reel/DKSZqplp1_a/,"Reel do Instagram",,Vitalício,14865,519,78,28,10,8765,10
18031025660412220,17841407844868491,ufscaroficial,UFSCar,"📣 Atenção, calouros e calouras de 2025 da UFSCar – Campus São Carlos! 

🌱 A partir de segunda-feira, 2 de junho, as canecas do Projeto Canecas estarão disponíveis para retirada no Departamento de Apoio à Educação Ambiental (DeAEA), localizado ao lado do Departamento de Gestão de Resíduos (DeGR). 

🗓️ Dias e horários para retirada:

* Segundas, quartas e sextas-feiras
* Das 8h30 às 12h e das 14h às 17h

💚 O Projeto Canecas é uma iniciativa da UFSCar que visa reduzir o uso de copos descartáveis, promovendo práticas sustentáveis desde o início da sua trajetória acadêmica. ♻️

Não deixe de retirar a sua caneca e fazer parte dessa ação consciente! 🌍

#UFSCarSustentável #ProjetoCanecas #MeioAmbiente #Sustentabilidade #VidaUniversitária #Calouros2025 #UFSCar #saocarlos",0,"05/30/2025 05:45",https://www.instagram.com/p/DKRzduggozV/,"Imagem do Instagram",,Vitalício,19217,433,158,7,19,13872,5
18070160482986879,17841407844868491,ufscaroficial,UFSCar,"Cadê a galera do campus Sorocaba da UFSCar? 😎❣️

#ufscar #ufscarsorocaba #sorocaba #ensinosuperior #faculdade",18,"05/29/2025 13:08",https://www.instagram.com/reel/DKQA9svpbhV/,"Reel do Instagram",,Vitalício,61869,1878,348,70,53,35813,45
17937050097001229,17841407844868491,ufscaroficial,UFSCar,"💓 Você tem insuficiência cardíaca e quer contribuir com a ciência?

A UFSCar está recrutando voluntários(as) com mais de 50 anos e diagnóstico de insuficiência cardíaca para participar de um estudo sobre eletroestimulação de corpo inteiro, uma técnica segura, indolor e não invasiva, que pode melhorar a força, resistência muscular e qualidade de vida de quem tem limitações físicas.

🧠💪 O tratamento consiste em 15 sessões gratuitas de 15 minutos cada, realizadas no Campus São Carlos. As avaliações e atendimentos são conduzidos por pesquisadores da Fisioterapia Cardiopulmonar da UFSCar.

📍Participe até 31/08!
📞 Contato: (16) 3306-6704
📱 WhatsApp: (16) 99635-0313

Sua participação pode ajudar a transformar a forma como tratamos a insuficiência cardíaca! 💙

Saiba mais no portal da UFSCar, em ufscar.br!

#UFSCar #InsuficiênciaCardíaca #Eletroestimulação #ReabilitaçãoCardíaca #CiênciaQueTransforma #PesquisaUFSCar #FisioterapiaCardiopulmonar #SaúdeDoCoração",0,"05/29/2025 06:13",https://www.instagram.com/p/DKPR6d4gcaS/,"Imagem do Instagram",,Vitalício,6866,65,4,0,3,4969,0
18066966464018452,17841407844868491,ufscaroficial,UFSCar,"Reconhecimento internacional! 🌍✨

A professora Ana Lúcia Vitale Torkomian, do Departamento de Engenharia de Produção da UFSCar e presidente do FORTEC, foi contemplada com o Volunteer Service Award durante a celebração dos 50 anos da AUTM (Association of University Technology Managers), realizada em Washington (EUA).

🏆 O Volunteer Service Award reconhece profissionais que se destacam por sua dedicação voluntária e impacto significativo nas atividades da AUTM. No caso da professora Torkomian, a honraria se deve à sua atuação no International Strategy Committee, grupo responsável por fortalecer parcerias internacionais e fomentar o intercâmbio de experiências na área de inovação e transferência de tecnologia.

A premiação é uma demonstração clara do protagonismo da UFSCar no cenário global da inovação, e reforça o compromisso da Universidade com a construção de soluções que transformem positivamente a sociedade.

Também representando o FORTEC no Comitê e agraciadas com o prêmio estiveram Shirley Coutinho e Bety Ritter. Parabéns às três pela conquista! 👏👏👏

📣 “A participação na AUTM alavanca a projeção mundial da UFSCar no tema da inovação, permitindo que a Universidade seja reconhecida e respeitada pelos seus esforços em tornar o mundo um lugar melhor para se viver”, destaca a professora Torkomian.

Acesse a matéria completa no portal da UFSCar, em ufscar.br!

#UFSCar #Inovação #AUTM50 #FORTEC #Tecnologia #TransferênciaDeTecnologia #Pesquisa #EngenhariaDeProdução #OrgulhoUFSCar #InovaçãoAcadêmica #ReconhecimentoInternacional",0,"05/28/2025 13:07",https://www.instagram.com/p/DKNcfb_pNJu/,"Imagem do Instagram",,Vitalício,10322,218,20,16,2,8121,0
18062860103123841,17841407844868491,ufscaroficial,UFSCar,"A UFSCar faz parte da história da sua vida? Então essa plataforma também é sua. 💙

A Alumni UFSCar é muito mais do que uma rede de networking — é um espaço vivo de memórias, reencontros e novos começos. Aqui, estudantes, egressos(as), docentes e TA’s se conectam para compartilhar trajetórias, fortalecer vínculos e transformar o presente com tudo o que construímos juntos no passado.

Assista ao vídeo e sinta como é especial fazer parte da comunidade UFSCar.
Cadastre-se em alumni.ufscar.br

📌 Uma vez UFSCar, sempre UFSCar.",191,"05/28/2025 05:23",https://www.instagram.com/reel/DKMnFg9AJT5/,"Reel do Instagram",,Vitalício,49745,2051,205,36,46,25988,23
18050876399345418,17841407844868491,ufscaroficial,UFSCar,"Você sabia que um doador de sangue pode salvar até quatro vidas? Importante isso, não é? O banco de sangue do Hospital Universitário (HU) da UFSCar é abastecido semanalmente pelo Hemonúcleo de Araraquara e todas as ações são muito bem-vindas. Que tal nos mobilizarmos para apoiar.

Pessoas entre 16 e 69 anos, em boas condições de saúde, podem ser doadoras. Basta se cadastrar no Banco de Doadores do HU (pelo link https://tinyurl.com/sejadoadordoHUUFSCar) e agendar a doação diretamente no Hemonúcleo (QRCode) ou telefone (16) 3301-6102. O endereço da doação é na Av. Saudade, 58, em Araraquara. Atenção: informe que sua doação é em nome do HU-UFSCar.",57,"05/27/2025 08:51",https://www.instagram.com/reel/DKKaGHsALx1/,"Reel do Instagram",,Vitalício,10027,164,35,14,1,6369,6
18043686488230195,17841407844868491,ufscaroficial,UFSCar,"💜 Cuidar de quem cuida. Transformar para incluir.
A UFSCar está em campo com uma pesquisa que busca enfrentar desigualdades de gênero, raça e classe no SUS, fortalecendo a Atenção Básica à Saúde em Ribeirão Bonito, Matão e Araraquara (SP).

Por meio de escuta atenta às trabalhadoras da saúde, o estudo investiga situações de preconceito e violência, além de levantar dados sobre saúde física, mental e condições socioeconômicas. O objetivo? Criar estratégias de formação e cuidado mais justas e acolhedoras para quem está na linha de frente. 🌿

👩🏽‍⚕️ Para a coordenadora Adriana Barbieri Feliciano, professora da UFSCar, a participação tem sido positiva e engajada. “Fomos bem recebidas em todos os lugares, e a maioria das profissionais tem se mostrado disposta a contribuir com a pesquisa. Isso mostra o quanto esse tema toca quem vive o dia a dia da saúde pública”, afirma.

Para saber mais, acesse a matéria completa no portal da UFSCar, em ufscar.br! 

#SUS #SaúdeComEquidade #UFSCar #CiênciaParaTransformar #SaúdeColetiva #GêneroERaça #PesquisaComImpacto #AtençãoPrimária #TecnologiasSociais #MulheresNaSaúde",0,"05/27/2025 05:36",https://www.instagram.com/p/DKKEA-6g77s/,"Imagem do Instagram",,Vitalício,7508,88,1,0,3,5952,0
17848771452472007,17841407844868491,ufscaroficial,UFSCar,"📣 Estão abertas as inscrições para o curso gratuito de aperfeiçoamento ""Formação para docência e gestão para a educação das relações étnico-raciais e quilombolas"", promovido pela UFSCar e pela SEaD! 🧑🏽‍🏫🖥️

➡️ São 3.750 vagas na modalidade a distância
➡️ Público-alvo: professores, gestores, profissionais da educação, educadores em geral, licenciados e estudantes de licenciatura

🗓️ Inscrições: de 23/05 (às 15h) até 01/06 (às 23h59)
🔗 Confira o edital e inscreva-se: www.sead.ufscar.br/pt-br/processo-seletivo
📩 Dúvidas? editais_sead@ufscar.br

Participe dessa formação e fortaleça práticas educacionais mais inclusivas e comprometidas com a diversidade! ✊🏾📚

Saiba mais no portal da UFSCar, em ufscar.br!

#UFSCar #SEaD #EducaçãoÉtnicoRacial #EducaçãoQuilombola #FormaçãoDocente #EducaçãoInclusiva #EnsinoADistância #EducaçãoAntirracista",0,"05/26/2025 08:52",https://www.instagram.com/p/DKH1pGIAFTM/,"Imagem do Instagram",,Vitalício,62538,2788,746,20,388,49104,442
18406955992099744,17841407844868491,ufscaroficial,UFSCar,"🧠💡 Você pode ajudar na luta contra o Alzheimer!

O Laboratório de Biologia do Envelhecimento (LABEN/UFSCar) está recrutando pessoas com 60 anos ou mais – com ou sem diagnóstico de Alzheimer – e também cuidadores de pessoas com a doença, para participar de um importante estudo sobre diagnóstico precoce e bem-estar.

A pesquisa busca validar um biomarcador sanguíneo para detectar o Alzheimer de forma menos invasiva e mais acessível, contribuindo com estratégias para retardar a progressão da doença.

📍 Avaliação gratuita de saúde
📍 Coleta de sangue feita em casa
📍 Testes cognitivos e funcionais no LABEN (Campus São Carlos – UFSCar)
📩 Contato: laben.alzheimer@gmail.com
📱 WhatsApp: (16) 99183-2461

Sua participação é essencial para avanços na ciência e na qualidade de vida de muitas pessoas 💙

Saiba mais no portal da UFSCar, em ufscar.br!

#UFSCar #LABEN #Alzheimer #PesquisaUFSCar #SaúdeDoIdoso #EnvelhecimentoSaudável #DiagnósticoPrecoce #Cuidadores #Biomarcadores #Gerontologia #CiênciaParaTodos",0,"05/26/2025 05:25",https://www.instagram.com/p/DKHd_IIAXIS/,"Imagem do Instagram",,Vitalício,20156,374,147,7,29,15765,14
17888661285151158,17841407844868491,ufscaroficial,UFSCar,"Mais uma semana de visitas do ""Você na UFSCar"" nos campi São Carlos e Sorocaba! O projeto do Instituto da Cultura Científica da UFSCar recebe estudantes de Ensino Médio e anos finais do Ensino Fundamental em visitas guiadas. Nesta semana, recebemos em São Carlos estudantes das escolas estaduais Aduar Kemell Dibo (@aduarkeme), que conheceram os projetos Baja e Futebóis e o Departamento de Estatística, e a turma da escola Atilia Prado Prado Margarido que visitou o Projeto de Educação Tutorial (PET) Química e o Departamento de Fisioterapia.

Em Sorocaba, recebemos a turma da Escola Estadual Pei Lauro Sanches (@peilaurosanchez), que visitou o Departamento de Química e o Laboratório de Sementes e Mudas. Confira como foram as atividades. Semana que vem tem mais!

#vocenaufscar #extensao #ufscar",126,"05/25/2025 06:40",https://www.instagram.com/reel/DKFBpDOg5AX/,"Reel do Instagram",,Vitalício,7139,92,9,8,5,4569,2
18074053921913223,17841407844868491,ufscaroficial,UFSCar,"A EdUFSCar está lançando a versão digital do livro ""O Governo dos Meninos"", da antropóloga Sarah Munhoz, em formato e-book. Confira em edufscar.com.br.

#ufscar #edufscar #livro #ebook",76,"05/24/2025 05:55",https://www.instagram.com/reel/DKCXsHtg0Yl/,"Reel do Instagram",,Vitalício,6667,86,4,3,5,4496,2
18084259642668438,17841407844868491,ufscaroficial,UFSCar,"📢 📢 Atenção estudantes de graduação da UFSCar: tem oportunidade na área! Está aberto o processo seletivo para o projeto “Oficinas Artístico-Culturais: Diálogos, Pertencimento e Diversidade nos 55 anos da UFSCar”. Os projetos poderão ser propostos por estudantes dos quatro campi da UFSCar. As pessoas selecionadas receberão bolsa de extensão no valor de R$ 700,00 mensais para a oferta da oficina, por período que variará conforme a duração da atividade. O edital com as informações detalhadas sobre o processo seletivo está disponível no Portal UFSCar.

📝 As inscrições podem ser feitas até o dia 8 de junho, via formulário eletrônico (disponível no edital).

#ufscar #pertencimento #oficina",0,"05/23/2025 10:06",https://www.instagram.com/p/DKAPw-wJ7SD/,"Imagem do Instagram",,Vitalício,6953,140,16,1,11,4946,2
17910135837133851,17841407844868491,ufscaroficial,UFSCar,"🦟🌱 Do coração da Amazônia para o futuro da agricultura sustentável.
Pesquisadores da UFSCar estão desvendando a diversidade das vespas parasitoides no interior do Amazonas — insetos fundamentais para o controle biológico natural de pragas, especialmente em lavouras de mandioca, cultivo essencial para a subsistência no Norte do Brasil.

Em uma região ainda pouco explorada pela ciência, o estudo busca compreender o papel dessas vespas na floresta e na lavoura, abrindo caminhos para a conservação da biodiversidade e para alternativas mais sustentáveis à agricultura convencional.

🌿 Conhecer para preservar.
🌍 Valorizar a Amazônia é valorizar o Brasil.

Para saber mais, acesse a matéria completa no portal da UFSCar, em ufscar.br 

#CiênciaBrasileira #UFSCar #PesquisasDaAmazônia #Ecologia #ControleBiológico #VespasParasitoides #Mandioca #Biodiversidade #Himenópteros #GabrielaHerrera #CiênciaNaFloresta",0,"05/23/2025 06:12",https://www.instagram.com/p/DJ_0-ZIgv59/,"Imagem do Instagram",,Vitalício,7951,146,5,4,0,5816,2
18042484016620824,17841407844868491,ufscaroficial,UFSCar,"🌱 🌏 A UFSCar, a partir de uma ação do  grupo de trabalho temático ""Biodiversidade para o Futuro"" do Instituto de Estudos Avançados e Estratégicos (IEAE), da UFSCar, participa do projeto BioFuturo na Cidade. Uma iniciativa que propõe gerar mudanças e produzir conhecimentos acerca da biodiversidade e serviços ecossistêmicos das áreas verdes urbanas nas cidades. Inicialmente, o projeto está sendo desenvolvido nos municípios de Araras, Campina do Monte Alegre, São Carlos e Sorocaba.

No dia 17 de maio, o Parque do Bicão, em São Carlos, foi o local das atividades. Confira no vídeo! Neste sábado, dia 24, o @biofuturonacidade vai estar em Araras, no Parque Ecológico Municipal de Araras, das 8h às 12h. Participe! Saiba mais sobre o projeto no @biofuturonacidade.",104,"05/22/2025 14:26",https://www.instagram.com/reel/DJ-Imh0pfvr/,"Reel do Instagram",,Vitalício,7326,208,45,11,4,4443,5
18316541887226286,17841407844868491,ufscaroficial,UFSCar,"O projeto “Enfrentamento a Iniquidades no SUS”, vinculado ao Programa de Pós-Graduação em Gestão da Clínica (PPGGC) da UFSCar, realiza a partir da segunda-feira, 26 de maio, seu segundo seminário de pesquisa, aberto às pessoas interessadas. O evento tratará do conceito de equidade em saúde e de contextos específicos relacionados à violência de gênero, raça e, também, na saúde mental, com participação de pesquisadoras e pesquisadores da UFSCar e outras instituições, além de gestores e profissionais de saúde e de comunicação.

No dia 26, a partir das 19 horas, no auditório do Núcleo de Apoio à Pesquisa (NAP), na área Sul do Campus São Carlos, acontece a mesa “A Equidade em Saúde no SUS e a Saúde Mental na Atenção Primária: quais caminhos?”, que reunirá as pesquisadoras Cinira Magali Fortuna e Sabrina Helena Ferigato. O seminário terá outras atividades em junho.

Confira a programação e o link para inscrição no site do ICC: www.icc.ufscar.br. 

#ciência #saúde #SUS #equidade #UFSCar",0,"05/22/2025 10:02",https://www.instagram.com/p/DJ9qkEHJKqx/,"Imagem do Instagram",,Vitalício,6642,109,4,1,1,5224,0
